file,artist,genre,style,search
Baroque/canaletto_piazzetand-the-doge-s-palace-from-the-bacino-di-san-marco.jpg,0,veduta,144,canaletto/piazzetand-the-doge-s-palace-from-the-bacino-di-san-marco
Art_Nouveau_Modern/ferdinand-hodler_self-portrait-1900.jpg,0,self-portrait,143,ferdinand-hodler/self-portrait-1900
Naive_Art_Primitivism/maria-primachenko_lamd-has-harnesed-a-wolf-1983.jpg,0,allegorical painting,155,maria-primachenko/lamd-has-harnesed-a-wolf-1983
Expressionism/filipp-malyavin_laughting-1898.jpg,0,genre painting,149,filipp-malyavin/laughting-1898
Baroque/theodoor-van-thulden_time-reveals-the-truth.jpg,0,allegorical painting,144,theodoor-van-thulden/time-reveals-the-truth
Fauvism/mario-zanini_composi-o-com-figuras-1965.jpg,0,genre painting,150,mario-zanini/composi-o-com-figuras-1965
Abstract_Expressionism/william-congdon_notre-dame-1955.jpg,0,cityscape,140,william-congdon/notre-dame-1955
Symbolism/james-ensor_at-the-conservatory-1902.jpg,0,genre painting,164,james-ensor/at-the-conservatory-1902
Post_Impressionism/pierre-bonnard_self-portrait-1945.jpg,0,self-portrait,160,pierre-bonnard/self-portrait-1945
Pop_Art/rosalyn-drexler_self-portrait-1964.jpg,0,self-portrait,159,rosalyn-drexler/self-portrait-1964
Realism/vasily-vereshchagin_at-gorodnia-breakthrough-or-withdraw-1895.jpg,0,history painting,161,vasily-vereshchagin/at-gorodnia-breakthrough-or-withdraw-1895
Romanticism/edward-burne-jones_spring.jpg,0,allegorical painting,163,edward-burne-jones/spring
Expressionism/oswaldo-guayasamin_flores-secas-1994.jpg,0,flower painting,149,oswaldo-guayasamin/flores-secas-1994
Romanticism/theodore-gericault_five-horses-seen-from-behind-with-croupes-in-a-stable-1822.jpg,0,animal painting,163,theodore-gericault/five-horses-seen-from-behind-with-croupes-in-a-stable-1822
Pop_Art/billy-apple_2-minutes-33-seconds-1990.jpg,0,sculpture,159,billy-apple/2-minutes-33-seconds-1990
Impressionism/lucian-grigorescu_balcicul-spre-mare-1940.jpg,0,cityscape,152,lucian-grigorescu/balcicul-spre-mare-1940
Expressionism/arturo-souto_war-scene-1937-1.jpg,0,battle painting,149,arturo-souto/war-scene-1937-1
Expressionism/arturo-souto_objects-in-space-1957.jpg,0,figurative,149,arturo-souto/objects-in-space-1957
Impressionism/kimon-loghi_on-the-seashore.jpg,0,marina,152,kimon-loghi/on-the-seashore
Romanticism/fyodor-bronnikov_self-portrait-1859.jpg,0,self-portrait,163,fyodor-bronnikov/self-portrait-1859
Symbolism/henri-fantin-latour_the-three-rhine-maidens-1876.jpg,0,mythological painting,164,henri-fantin-latour/the-three-rhine-maidens-1876
Symbolism/odilon-redon_spring.jpg,0,allegorical painting,164,odilon-redon/spring
Impressionism/konstantin-korovin_lilacs-1915.jpg,0,flower painting,152,konstantin-korovin/lilacs-1915
Post_Impressionism/emily-carr_zunoqua-of-the-cat-village-1931.jpg,0,landscape,160,emily-carr/zunoqua-of-the-cat-village-1931
Fauvism/louis-valtat_flowers-still-life.jpg,0,flower painting,150,louis-valtat/flowers-still-life
Cubism/franz-marc_deer-in-the-forest-ii-1914.jpg,0,wildlife painting,147,franz-marc/deer-in-the-forest-ii-1914
Post_Impressionism/raoul-dufy_anemones.jpg,0,flower painting,160,raoul-dufy/anemones
Expressionism/edvard-munch_self-portrait-in-bergen-1916.jpg,0,self-portrait,149,edvard-munch/self-portrait-in-bergen-1916
Expressionism/martiros-saryan_costume-design-for-the-opera-by-rimsky-korsakov-s-golden-cockerel-1931.jpg,0,design,149,martiros-saryan/costume-design-for-the-opera-by-rimsky-korsakov-s-golden-cockerel-1931
Rococo/francois-boucher_amor-a-prisoner-1754.jpg,0,mythological painting,162,francois-boucher/amor-a-prisoner-1754
Expressionism/salvador-dali_landscape-of-cadaques.jpg,0,landscape,149,salvador-dali/landscape-of-cadaques
Art_Nouveau_Modern/ferdinand-hodler_youth-admired-by-women.jpg,0,symbolic painting,143,ferdinand-hodler/youth-admired-by-women
Symbolism/konstantin-vasilyev_prince-igor.jpg,0,history painting,164,konstantin-vasilyev/prince-igor
Mannerism_Late_Renaissance/maerten-van-heemskerck_sculpture-court-of-the-casa-sassi-in-rome.jpg,0,interior,153,maerten-van-heemskerck/sculpture-court-of-the-casa-sassi-in-rome
Expressionism/andre-derain_landscape-near-martigues-1908.jpg,0,landscape,149,andre-derain/landscape-near-martigues-1908
Impressionism/jean-alexandru-steriadi_terasa-palatului-regal-din-balcic-1933.jpg,0,interior,152,jean-alexandru-steriadi/terasa-palatului-regal-din-balcic-1933
Expressionism/edvard-munch_self-portrait-1926.jpg,0,self-portrait,149,edvard-munch/self-portrait-1926
Pop_Art/valerio-adami_the-moon-s-kiss-1979.jpg,0,symbolic painting,159,valerio-adami/the-moon-s-kiss-1979
Art_Nouveau_Modern/henri-de-toulouse-lautrec_yvette-guilbert-1.jpg,0,portrait,143,henri-de-toulouse-lautrec/yvette-guilbert-1
Symbolism/odilon-redon_the-winged-man-the-fallen-angel-1880.jpg,0,symbolic painting,164,odilon-redon/the-winged-man-the-fallen-angel-1880
Art_Nouveau_Modern/sergey-solomko_pearl-of-creation.jpg,0,pastorale,143,sergey-solomko/pearl-of-creation
Naive_Art_Primitivism/raoul-dufy_henley-regatta.jpg,0,marina,155,raoul-dufy/henley-regatta
Pop_Art/richard-artschwager_seat-of-judgement-2008.jpg,0,sculpture,159,richard-artschwager/seat-of-judgement-2008
Expressionism/egon-schiele_self-portrait-in-lavender-and-dark-suit-standing-1914.jpg,0,self-portrait,149,egon-schiele/self-portrait-in-lavender-and-dark-suit-standing-1914
Rococo/giovanni-battista-tiepolo_sacrifice-of-iphigenia.jpg,0,mythological painting,162,giovanni-battista-tiepolo/sacrifice-of-iphigenia
Romanticism/francisco-goya_the-shy-man-1799.jpg,0,caricature,163,francisco-goya/the-shy-man-1799
Expressionism/miriam-schapiro_shrine-homage-to-c-zanne-1963.jpg,0,portrait,149,miriam-schapiro/shrine-homage-to-c-zanne-1963
Baroque/peter-paul-rubens_coronation-of-marie-de-medici-1624.jpg,0,history painting,144,peter-paul-rubens/coronation-of-marie-de-medici-1624
Romanticism/francisco-goya_disordered.jpg,0,caricature,163,francisco-goya/disordered
Baroque/joseph-wright_lady-wilmot-and-her-child.jpg,0,portrait,144,joseph-wright/lady-wilmot-and-her-child
Art_Nouveau_Modern/koloman-moser_study-for-venus-in-the-grotto.jpg,0,sketch and study,143,koloman-moser/study-for-venus-in-the-grotto
Romanticism/maxim-vorobiev_oak-fractured-by-a-lightning-allegory-on-the-artist-s-wife-death-1842.jpg,0,allegorical painting,163,maxim-vorobiev/oak-fractured-by-a-lightning-allegory-on-the-artist-s-wife-death-1842
Realism/thomas-eakins_photograph-1910-11.jpg,0,photo,161,thomas-eakins/photograph-1910-11
Cubism/franz-marc_monkey-frieze-1911.jpg,0,wildlife painting,147,franz-marc/monkey-frieze-1911
Fauvism/charles-lapicque_nuit-sur-la-lagune-1955.jpg,0,cityscape,150,charles-lapicque/nuit-sur-la-lagune-1955
Cubism/henri-laurens_head-of-a-boxer-1920.jpg,0,sculpture,147,henri-laurens/head-of-a-boxer-1920
Minimalism/daniel-dezeuze_untitled.jpg,0,abstract,154,daniel-dezeuze/untitled
Expressionism/johannes-sveinsson-kjarval_fantasia-1940.jpg,0,symbolic painting,149,johannes-sveinsson-kjarval/fantasia-1940
Symbolism/franz-stuck_battle-for-a-woman-1905.jpg,0,symbolic painting,164,franz-stuck/battle-for-a-woman-1905
Post_Impressionism/lovis-corinth_the-hare-1921.jpg,0,animal painting,160,lovis-corinth/the-hare-1921
Baroque/joseph-wright_sir-richard-arkwright-1790.jpg,0,portrait,144,joseph-wright/sir-richard-arkwright-1790
Impressionism/gustave-caillebotte_white-and-yellow-chrysanthemums-1893.jpg,0,flower painting,152,gustave-caillebotte/white-and-yellow-chrysanthemums-1893
Cubism/oscar-dominguez_corrida-ii-1951.jpg,0,animal painting,147,oscar-dominguez/corrida-ii-1951
Baroque/francesco-guardi_view-of-piazzetta-san-marco-towards-the-san-giorgio-maggiore.jpg,0,veduta,144,francesco-guardi/view-of-piazzetta-san-marco-towards-the-san-giorgio-maggiore
Minimalism/daniel-dezeuze_unknown-title-1.jpg,0,abstract,154,daniel-dezeuze/unknown-title-1
High_Renaissance/leonardo-da-vinci_a-plan-of-imola-1502.jpg,0,design,151,leonardo-da-vinci/a-plan-of-imola-1502
Naive_Art_Primitivism/natalia-goncharova_cockerel.jpg,0,design,155,natalia-goncharova/cockerel
Impressionism/maxime-maufra_great-houle-donant.jpg,0,marina,152,maxime-maufra/great-houle-donant
Expressionism/ion-tuculescu_blue-field.jpg,0,figurative,149,ion-tuculescu/blue-field
Art_Nouveau_Modern/gustav-klimt_the-beethoven-frieze-the-hostile-powers-left-part-detail.jpg,0,allegorical painting,143,gustav-klimt/the-beethoven-frieze-the-hostile-powers-left-part-detail
Realism/william-adolphe-bouguereau_psyche-and-amour-1889.jpg,0,mythological painting,161,william-adolphe-bouguereau/psyche-and-amour-1889
Pop_Art/claes-oldenburg_the-bottle-of-notes-1993.jpg,0,sculpture,159,claes-oldenburg/the-bottle-of-notes-1993
Post_Impressionism/corneliu-michailescu_poppy-cup.jpg,0,interior,160,corneliu-michailescu/poppy-cup
Rococo/francisco-bayeu-y-subias_self-portrait-1795.jpg,0,self-portrait,162,francisco-bayeu-y-subias/self-portrait-1795
Symbolism/franz-stuck_orestes-and-the-erinyes-1905.jpg,0,mythological painting,164,franz-stuck/orestes-and-the-erinyes-1905
Expressionism/vasile-dobrian_self-portrait-1938.jpg,0,self-portrait,149,vasile-dobrian/self-portrait-1938
Baroque/annibale-carracci_an-allegory-of-truth-and-time-1585.jpg,0,allegorical painting,144,annibale-carracci/an-allegory-of-truth-and-time-1585
Baroque/gian-lorenzo-bernini_rape-of-proserpine-1622(3).jpg,0,sculpture,144,gian-lorenzo-bernini/rape-of-proserpine-1622
Symbolism/akseli-gallen-kallela_conceptio-artis-1894.jpg,0,symbolic painting,164,akseli-gallen-kallela/conceptio-artis-1894
Pop_Art/richard-hamilton_interior-ii-1964.jpg,0,interior,159,richard-hamilton/interior-ii-1964
Art_Nouveau_Modern/koloman-moser_stage-design-for-jeep-from-the-mountain-of-louis-holzberg-stage-2-morning.jpg,0,design,143,koloman-moser/stage-design-for-jeep-from-the-mountain-of-louis-holzberg-stage-2-morning
Ukiyo_e/ito-jakuchu_chickens.jpg,0,animal painting,166,ito-jakuchu/chickens
High_Renaissance/michelangelo_madonna-and-child-1505.jpg,0,sculpture,151,michelangelo/madonna-and-child-1505
Expressionism/franz-marc_three-cats-1913.jpg,0,wildlife painting,149,franz-marc/three-cats-1913
Pop_Art/keith-haring_boys-club-mural-1987.jpg,0,graffiti,159,keith-haring/boys-club-mural-1987
Abstract_Expressionism/alexander-calder_la-grande-vitesse-1969.jpg,0,sculpture,140,alexander-calder/la-grande-vitesse-1969
Impressionism/stefan-popescu_sunset-over-chioggia-1924.jpg,0,cityscape,152,stefan-popescu/sunset-over-chioggia-1924
Expressionism/pierre-alechinsky_les-aiguilles-viii.jpg,0,figurative,149,pierre-alechinsky/les-aiguilles-viii
Expressionism/georges-rouault_slaughter-1905.jpg,0,genre painting,149,georges-rouault/slaughter-1905
Art_Nouveau_Modern/alexandre-benois_promenade-of-empress-elizabeth-through-the-noble-streets-of-st-petersburg-1903(3).jpg,0,history painting,143,alexandre-benois/promenade-of-empress-elizabeth-through-the-noble-streets-of-st-petersburg-1903
Expressionism/filipp-malyavin_demonstration-of-a-newborn.jpg,0,genre painting,149,filipp-malyavin/demonstration-of-a-newborn
Expressionism/lyonel-feininger_storm-brewing-1939.jpg,0,landscape,149,lyonel-feininger/storm-brewing-1939
Impressionism/nicolae-vermont_noon-in-the-village-1923.jpg,0,genre painting,152,nicolae-vermont/noon-in-the-village-1923
Cubism/franz-marc_animals-in-a-landscape-1914.jpg,0,animal painting,147,franz-marc/animals-in-a-landscape-1914
Symbolism/pierre-puvis-de-chavannes_allegory-of-charity.jpg,0,allegorical painting,164,pierre-puvis-de-chavannes/allegory-of-charity
Symbolism/lovis-corinth_paradise-1911.jpg,0,religious painting,164,lovis-corinth/paradise-1911
Realism/odilon-redon_flowers-in-a-turquoise-vase.jpg,0,flower painting,161,odilon-redon/flowers-in-a-turquoise-vase
Romanticism/gustave-courbet_self-portrait-with-a-black-dog-1841.jpg,0,self-portrait,163,gustave-courbet/self-portrait-with-a-black-dog-1841
Romanticism/viktor-vasnetsov_ivan-tsarevich-riding-the-grey-wolf-1889.jpg,0,mythological painting,163,viktor-vasnetsov/ivan-tsarevich-riding-the-grey-wolf-1889
Expressionism/pierre-alechinsky_untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-1973(1).jpg,0,figurative,149,pierre-alechinsky/untitled-from-the-portfolio-with-the-grain-of-the-wood-au-fil-du-bois-1973
Baroque/david-teniers-the-younger_david-antonio-manocada-repulses-caberra.jpg,0,battle painting,144,david-teniers-the-younger/david-antonio-manocada-repulses-caberra
Baroque/anthony-van-dyck_cupid-and-psyche-1640.jpg,0,mythological painting,144,anthony-van-dyck/cupid-and-psyche-1640
Expressionism/jose-de-almada-negreiros_self-portrait-1928.jpg,0,self-portrait,149,jose-de-almada-negreiros/self-portrait-1928
Naive_Art_Primitivism/kateryna-bilokur_peonies-1948.jpg,0,flower painting,155,kateryna-bilokur/peonies-1948
Art_Nouveau_Modern/leon-bakst_operatic-costume-designs-1911.jpg,0,design,143,leon-bakst/operatic-costume-designs-1911
Mannerism_Late_Renaissance/paolo-veronese_allegory-of-wisdom-and-strength-the-choice-of-hercules-or-hercules-and-omphale-1584.jpg,0,allegorical painting,153,paolo-veronese/allegory-of-wisdom-and-strength-the-choice-of-hercules-or-hercules-and-omphale-1584
Impressionism/john-henry-twachtman_sailing-in-the-mist-1.jpg,0,marina,152,john-henry-twachtman/sailing-in-the-mist-1
Ukiyo_e/utagawa-kuniyoshi_tominomori.jpg,0,battle painting,166,utagawa-kuniyoshi/tominomori
Art_Nouveau_Modern/aubrey-beardsley_original-sketch-for-the-cover-of-salome.jpg,0,design,143,aubrey-beardsley/original-sketch-for-the-cover-of-salome
Realism/konstantin-somov_self-portrait-1.jpg,0,self-portrait,161,konstantin-somov/self-portrait-1
Ukiyo_e/utagawa-kuniyoshi_tominomori-1.jpg,0,battle painting,166,utagawa-kuniyoshi/tominomori-1
Symbolism/kimon-loghi_on-the-lakeshore.jpg,0,symbolic painting,164,kimon-loghi/on-the-lakeshore
Romanticism/theodor-aman_self-portrait-1851.jpg,0,self-portrait,163,theodor-aman/self-portrait-1851
Romanticism/john-everett-millais_pizarro-seizing-the-inca-of-peru.jpg,0,history painting,163,john-everett-millais/pizarro-seizing-the-inca-of-peru
Post_Impressionism/raoul-dufy_anemones-1953.jpg,0,flower painting,160,raoul-dufy/anemones-1953
Contemporary_Realism/neil-welliver_trout-and-reflected-tree.jpg,0,animal painting,146,neil-welliver/trout-and-reflected-tree
Art_Nouveau_Modern/leon-bakst_the-firebird-costume-for-tamara-karsavina-1910.jpg,0,design,143,leon-bakst/the-firebird-costume-for-tamara-karsavina-1910
Expressionism/ramon-oviedo_habitantes-del-silencio(4).jpg,0,figurative,149,ramon-oviedo/habitantes-del-silencio
Expressionism/arturo-souto_boats.jpg,0,marina,149,arturo-souto/boats
Impressionism/paul-gauguin_self-portrait-1885.jpg,0,self-portrait,152,paul-gauguin/self-portrait-1885
Abstract_Expressionism/cy-twombly_the-rose-i.jpg,0,flower painting,140,cy-twombly/the-rose-i
Pop_Art/roy-lichtenstein_interior-with-mobile-1992(1).jpg,0,interior,159,roy-lichtenstein/interior-with-mobile-1992
Mannerism_Late_Renaissance/titian_jupiter-and-anthiope-pardo-venus-1542.jpg,0,mythological painting,153,titian/jupiter-and-anthiope-pardo-venus-1542
Symbolism/konstantin-somov_lady-taking-off-a-mask.jpg,0,sculpture,164,konstantin-somov/lady-taking-off-a-mask
Realism/isaac-levitan_cloud-1878.jpg,0,cloudscape,161,isaac-levitan/cloud-1878
Romanticism/william-turner_the-bay-of-baiae-with-apollo-and-the-sibyl.jpg,0,mythological painting,163,william-turner/the-bay-of-baiae-with-apollo-and-the-sibyl
Pop_Art/jose-de-guimaraes_untitled-1.jpg,0,abstract,159,jose-de-guimaraes/untitled-1
Realism/thomas-eakins_unidentified-model-thomas-anschutz-and-j-laurie-wallace-1883.jpg,0,photo,161,thomas-eakins/unidentified-model-thomas-anschutz-and-j-laurie-wallace-1883
Fauvism/corneliu-michailescu_venice.jpg,0,cityscape,150,corneliu-michailescu/venice
Rococo/jean-honore-fragonard_the-birth-of-venus-1755.jpg,0,mythological painting,162,jean-honore-fragonard/the-birth-of-venus-1755
Art_Nouveau_Modern/alexandre-benois_peter-i-on-a-walk-in-the-summer-garden(1).jpg,0,history painting,143,alexandre-benois/peter-i-on-a-walk-in-the-summer-garden
Romanticism/francisco-goya_witches-in-the-air-1798.jpg,0,mythological painting,163,francisco-goya/witches-in-the-air-1798
Abstract_Expressionism/richard-tuttle_20-pearls-9-2003.jpg,0,abstract,140,richard-tuttle/20-pearls-9-2003
Baroque/peter-paul-rubens_the-three-graces.jpg,0,allegorical painting,144,peter-paul-rubens/the-three-graces
Abstract_Expressionism/elaine-de-kooning_magic-wall-1986.jpg,0,animal painting,140,elaine-de-kooning/magic-wall-1986
Romanticism/william-holman-hunt_the-awakening-conscience-1853.jpg,0,allegorical painting,163,william-holman-hunt/the-awakening-conscience-1853
Impressionism/octav-bancila_autoportret-detaliu-1942.jpg,0,self-portrait,152,octav-bancila/autoportret-detaliu-1942
High_Renaissance/michelangelo_frescoes-above-the-entrance-wall.jpg,0,mythological painting,151,michelangelo/frescoes-above-the-entrance-wall
Symbolism/konstantin-somov_exlibris-of-s-mikhailov.jpg,0,design,164,konstantin-somov/exlibris-of-s-mikhailov
Fauvism/charles-lapicque_man-uvres-de-nuit-1958.jpg,0,cityscape,150,charles-lapicque/man-uvres-de-nuit-1958
Fauvism/jean-hugo_le-salon-blanc-1959.jpg,0,interior,150,jean-hugo/le-salon-blanc-1959
Minimalism/sol-lewitt_bands-of-lines-one-inch-wide-in-four-directions-in-black-and-gray-1985.jpg,0,abstract,154,sol-lewitt/bands-of-lines-one-inch-wide-in-four-directions-in-black-and-gray-1985
Realism/william-adolphe-bouguereau_compassion-1897.jpg,0,religious painting,161,william-adolphe-bouguereau/compassion-1897
Impressionism/william-merritt-chase_stormy-day-bath-beach.jpg,0,marina,152,william-merritt-chase/stormy-day-bath-beach
Pop_Art/mario-schifano_non-romantico-1963.jpg,0,abstract,159,mario-schifano/non-romantico-1963
Art_Nouveau_Modern/carl-larsson_brita-at-the-piano-1908(1).jpg,0,interior,143,carl-larsson/brita-at-the-piano-1908
Impressionism/armand-guillaumin_vue-de-port-1880.jpg,0,marina,152,armand-guillaumin/vue-de-port-1880
Fauvism/pyotr-konchalovsky_self-portrait-1912.jpg,0,self-portrait,150,pyotr-konchalovsky/self-portrait-1912
Abstract_Expressionism/sam-francis_sculpture-drawing-sf64-571-1964.jpg,0,abstract,140,sam-francis/sculpture-drawing-sf64-571-1964
Expressionism/edvard-munch_self-portrait-at-professor-jacobson-s-hospital-1909.jpg,0,self-portrait,149,edvard-munch/self-portrait-at-professor-jacobson-s-hospital-1909
Naive_Art_Primitivism/mily-possoz_a-la-plage-1920.jpg,0,portrait,155,mily-possoz/a-la-plage-1920
Fauvism/walasse-ting_summer-days-2008.jpg,0,figurative,150,walasse-ting/summer-days-2008
Post_Impressionism/pierre-daura_untitled-daura-in-blue-and-green-shirt-with-cane-1971.jpg,0,self-portrait,160,pierre-daura/untitled-daura-in-blue-and-green-shirt-with-cane-1971
Romanticism/lev-lagorio_view-of-kronstadt-raid-1876.jpg,0,marina,163,lev-lagorio/view-of-kronstadt-raid-1876
Realism/gustave-courbet_greyhounds-of-comte-de-choiseul-1866.jpg,0,animal painting,161,gustave-courbet/greyhounds-of-comte-de-choiseul-1866
Pop_Art/gerard-fromanger_from-the-album-le-rouge-mai-1968-1968.jpg,0,figurative,159,gerard-fromanger/from-the-album-le-rouge-mai-1968-1968
Pop_Art/robert-indiana_the-book-of-love-11-1996.jpg,0,figurative,159,robert-indiana/the-book-of-love-11-1996
Symbolism/konstantin-somov_sleeping-lady-with-the-devils.jpg,0,symbolic painting,164,konstantin-somov/sleeping-lady-with-the-devils
Mannerism_Late_Renaissance/tintoretto_allegory-of-prudence.jpg,0,allegorical painting,153,tintoretto/allegory-of-prudence
Impressionism/nicolae-vermont_autumn-allegory-the-art-and-the-wine-1924.jpg,0,allegorical painting,152,nicolae-vermont/autumn-allegory-the-art-and-the-wine-1924
Baroque/gian-lorenzo-bernini_aeneas-and-anchises-1619(3).jpg,0,sculpture,144,gian-lorenzo-bernini/aeneas-and-anchises-1619
Rococo/jean-baptiste-oudry_swan-attacked-by-a-dog-1745.jpg,0,animal painting,162,jean-baptiste-oudry/swan-attacked-by-a-dog-1745
Realism/konstantinos-volanakis_fishing-boats.jpg,0,marina,161,konstantinos-volanakis/fishing-boats
Expressionism/ossip-zadkine_visitors-to-the-sun.jpg,0,figurative,149,ossip-zadkine/visitors-to-the-sun
Symbolism/odilon-redon_lady-macbeth.jpg,0,literary painting,164,odilon-redon/lady-macbeth
Abstract_Expressionism/brice-marden_10-2011.jpg,0,abstract,140,brice-marden/10-2011
Cubism/franz-marc_caliban-from-shakespeare-s-the-tempest-1914(1).jpg,0,literary painting,147,franz-marc/caliban-from-shakespeare-s-the-tempest-1914
Symbolism/gustave-moreau_the-birth-of-venus.jpg,0,mythological painting,164,gustave-moreau/the-birth-of-venus
Fauvism/joan-miro_standing-nude.jpg,0,nude painting (nu),150,joan-miro/standing-nude
Baroque/pietro-da-cortona_romulus-and-remus-given-shelter-by-faustulus.jpg,0,mythological painting,144,pietro-da-cortona/romulus-and-remus-given-shelter-by-faustulus
Realism/johan-hendrik-weissenbruch_stalinterieur-1895.jpg,0,self-portrait,161,johan-hendrik-weissenbruch/stalinterieur-1895
Impressionism/konstantin-makovsky_portrait-of-hudenkova.jpg,0,portrait,152,konstantin-makovsky/portrait-of-hudenkova
Minimalism/horia-damian_egyptian-gate-1964.jpg,0,installation,154,horia-damian/egyptian-gate-1964
Cubism/nzante-spee_le-paradis-des-antilopes-1994.jpg,0,figurative,147,nzante-spee/le-paradis-des-antilopes-1994
Romanticism/george-frederick-watts_little-red-riding-hood.jpg,0,literary painting,163,george-frederick-watts/little-red-riding-hood
Naive_Art_Primitivism/walter-battiss_comores.jpg,0,genre painting,155,walter-battiss/comores
Realism/constant-troyon_water-carriers.jpg,0,animal painting,161,constant-troyon/water-carriers
Minimalism/eva-hesse_contingent-1968.jpg,0,installation,154,eva-hesse/contingent-1968
Ukiyo_e/utagawa-kuniyoshi_strings-for-night-firing.jpg,0,battle painting,166,utagawa-kuniyoshi/strings-for-night-firing
Ukiyo_e/utagawa-kuniyoshi_tsuchigumo.jpg,0,battle painting,166,utagawa-kuniyoshi/tsuchigumo
Pointillism/henri-edmond-cross_the-port-of-marseilles.jpg,0,marina,158,henri-edmond-cross/the-port-of-marseilles
Realism/thomas-eakins_thomas-eakins-and-j-laurie-wallace-1883-1.jpg,0,photo,161,thomas-eakins/thomas-eakins-and-j-laurie-wallace-1883-1
Baroque/cornelis-de-vos_cornelis-de-vos-alexander-and-diogenes.jpg,0,history painting,144,cornelis-de-vos/cornelis-de-vos-alexander-and-diogenes
Northern_Renaissance/lucas-cranach-the-elder_the-three-graces-1535.jpg,0,mythological painting,157,lucas-cranach-the-elder/the-three-graces-1535
Expressionism/max-pechstein_und-die-kraft-und-die-herrlichkeit-and-the-power-and-the-glory-1921.jpg,0,symbolic painting,149,max-pechstein/und-die-kraft-und-die-herrlichkeit-and-the-power-and-the-glory-1921
Minimalism/fernando-calhau_untitled-59-1995.jpg,0,sculpture,154,fernando-calhau/untitled-59-1995
Post_Impressionism/pyotr-konchalovsky_bread-on-the-blue-1913.jpg,0,still life,160,pyotr-konchalovsky/bread-on-the-blue-1913
Pointillism/richard-gerstl_self-portrait-4-1907.jpg,0,self-portrait,158,richard-gerstl/self-portrait-4-1907
Ukiyo_e/utagawa-kuniyoshi_minori-the-mortally-wounded-taira-tomomori-with-ahuge-anchor.jpg,0,battle painting,166,utagawa-kuniyoshi/minori-the-mortally-wounded-taira-tomomori-with-ahuge-anchor
Pop_Art/roy-lichtenstein_explosion-i-1965(1).jpg,0,installation,159,roy-lichtenstein/explosion-i-1965
High_Renaissance/pinturicchio_self-portrait-in-the-baglioni-chapel-1501.jpg,0,self-portrait,151,pinturicchio/self-portrait-in-the-baglioni-chapel-1501
Expressionism/amadeo-de-souza-cardoso_green-eye-mask-1915.jpg,0,portrait,149,amadeo-de-souza-cardoso/green-eye-mask-1915
Art_Nouveau_Modern/henri-de-toulouse-lautrec_les-ambassadeurs-aristide-bruant-and-his-cabaret-1892.jpg,0,poster,143,henri-de-toulouse-lautrec/les-ambassadeurs-aristide-bruant-and-his-cabaret-1892
Expressionism/milton-avery_breaking-sea-1952.jpg,0,marina,149,milton-avery/breaking-sea-1952
Romanticism/viktor-vasnetsov_solitary-and-bobylikha-1885.jpg,0,design,163,viktor-vasnetsov/solitary-and-bobylikha-1885
High_Renaissance/dosso-dossi_apollo-and-daphne-1524.jpg,0,mythological painting,151,dosso-dossi/apollo-and-daphne-1524
Naive_Art_Primitivism/henri-rousseau_mandrill-in-the-jungle-1909.jpg,0,wildlife painting,155,henri-rousseau/mandrill-in-the-jungle-1909
Ukiyo_e/utagawa-kuniyoshi_hasebe-nobutsura-during-the-taira-attack-on-the-takakura-palace.jpg,0,battle painting,166,utagawa-kuniyoshi/hasebe-nobutsura-during-the-taira-attack-on-the-takakura-palace
Expressionism/ernst-ludwig-kirchner_cows-at-sunset-1919.jpg,0,animal painting,149,ernst-ludwig-kirchner/cows-at-sunset-1919
Impressionism/stefan-luchian_mother-with-baby.jpg,0,portrait,152,stefan-luchian/mother-with-baby
Impressionism/constantin-artachino_white-headscarf.jpg,0,portrait,152,constantin-artachino/white-headscarf
Post_Impressionism/maxime-maufra_moonrise-1901.jpg,0,marina,160,maxime-maufra/moonrise-1901
Expressionism/georges-rouault_le-vieux-clown-1930.jpg,0,portrait,149,georges-rouault/le-vieux-clown-1930
Symbolism/hugo-simberg_king-hobgoblin-sleeping-1896.jpg,0,mythological painting,164,hugo-simberg/king-hobgoblin-sleeping-1896
Pop_Art/eduardo-paolozzi_it-s-a-psychological-fact-pleasure-helps-your-disposition-1948.jpg,0,figurative,159,eduardo-paolozzi/it-s-a-psychological-fact-pleasure-helps-your-disposition-1948
Art_Nouveau_Modern/felix-vallotton_universal-suffrage-1902.jpg,0,caricature,143,felix-vallotton/universal-suffrage-1902
Abstract_Expressionism/brice-marden_joined-2011.jpg,0,abstract,140,brice-marden/joined-2011
Art_Nouveau_Modern/wilhelm-kotarbinski_dark-star.jpg,0,symbolic painting,143,wilhelm-kotarbinski/dark-star
Cubism/gosta-adrian-nilsson_dancers-1921.jpg,0,abstract,147,gosta-adrian-nilsson/dancers-1921
Expressionism/filipp-malyavin_peasant-with-red-headscarf.jpg,0,portrait,149,filipp-malyavin/peasant-with-red-headscarf
Art_Nouveau_Modern/heorhiy-narbut_cover-of-magazine-our-past-1918.jpg,0,design,143,heorhiy-narbut/cover-of-magazine-our-past-1918
Realism/thomas-eakins_photograph-1910-20.jpg,0,photo,161,thomas-eakins/photograph-1910-20
Expressionism/henri-matisse_interior-with-black-fern-1948.jpg,0,interior,149,henri-matisse/interior-with-black-fern-1948
Romanticism/akseli-gallen-kallela_kullervos-curse-1899.jpg,0,mythological painting,163,akseli-gallen-kallela/kullervos-curse-1899
